Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Killough,K1 - AFFNI18,Oysters/Mussels,2020-01-13,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-01-27,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-02-10,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-02-24,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-03-09,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-03-23,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI19,Oysters/Mussels,2020-04-07,,,,Oysters Open/ Mussels dormant 01/01/2021,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Killough,K1 - AFFNI20,Oysters/Mussels,2020-04-20,,,,Oysters Open/ Mussels dormant 01/01/2022,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Killough,K1 - AFFNI18,Oysters/Mussels,2020-05-11,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-05-26,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-06-08,40,1560,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-06-22,No harmful species,6640,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-07-06,20,5580,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-07-20,20,5200,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-08-03,60,13600,20,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-08-17,100,"12,300",No harmful species,Oysters Open/ Mussels dormant 01/01/2020,Investigatory email issued 19/08/2020 as D.acuminata (DSP) was present above trigger levels. 
Killough,K1 - AFFNI18,Oysters/Mussels,2020-09-02,100,"3,080",No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-09-14,No harmful species,"1,260",No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L3 - AFFNI88,Oysters,2020-01-14,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-01-28,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-02-10,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-02-24,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-03-10,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-03-24,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-04-06,No harmful species ,720,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-04-20,No harmful species ,360,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-05-11,No harmful species ,220,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-05-27,No harmful species ,80,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-06-09,80,20,20,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-06-23,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-07-07,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-07-21,No harmful species,80,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-08-03,No harmful species,1600,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-08-18,No harmful species,3920,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-08-31,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-09-14,No harmful species ,80,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-01-13,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-01-27,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-02-10,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-02-24,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-03-09,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-03-23,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-03-31,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-04-16,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-04-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-05-12,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-05-27,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-06-09,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-06-23,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-07-15,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-07-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-08-10,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-01-13,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-01-27,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-02-10,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-02-24,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-03-09,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-03-23,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-03-31,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-04-16,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-04-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-05-12,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-05-27,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-06-09,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-06-23,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-07-15,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-07-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-08-10,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S2 - AFFNI42,Mussels,2020-01-13,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-01-28,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-02-10,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-02-24,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-03-09,No harmful species,60,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-03-23,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S2 - AFFNI43,Mussels,2020-04-06,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S2 - AFFNI44,Mussels,2020-04-20,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S2 - AFFNI45,Mussels,2020-05-05,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S2 - AFFNI42,Mussels,2020-05-18,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-06-01,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-06-15,No harmful species,220,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-06-29,No harmful species,940,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-07-06,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-07-20,40,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI43,Mussels,2020-07-27,60,1160,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-08-10,20,8040,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-08-24,20,240,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-09-07,No harmful species,40,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-09-15,40,1460,No harmful species,Open,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-01-13,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-01-28,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-02-10,No harmful species,300,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-02-24,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-03-09,No harmful species,No harmful species,No harmful species,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-03-23,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-04-06,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-04-20,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-05-05,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-05-18,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-06-01,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-06-15,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-06-29,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-07-20,,,,Oysters Open/Mussels de-classified 01/01/2020,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S7 - AFFNI76,Mussels/ Oysters,2020-07-27,,,,Oysters Open/Mussels de-classified 01/01/2020,
