Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Carlingford,C4 - AFFNI68,Mussels,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-02-03,No harmful species,80,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-03-31,No harmful species,760,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-04-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-04-27,No harmful species,160,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-05-11,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Carlingford,C1 - AFFNI27,Mussels,,,,,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-01-13,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-01-27,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-02-10,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-02-24,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-03-09,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-03-23,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-04-20,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-05-11,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,,,,,,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-01-13,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-01-27,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-02-10,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-02-24,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-03-09,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-03-23,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,2020-05-11,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,,,,,Oysters Open/ Mussels dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L3 - AFFNI88,Oysters,2020-01-14,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-01-28,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-02-10,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-02-24,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-03-10,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-03-24,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-04-06,No harmful species ,720,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-04-20,No harmful species ,360,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,2020-05-11,No harmful species ,220,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Larne Lough,L3 - AFFNI88,Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-01-13,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-01-27,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-02-10,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-02-24,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-03-09,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,2020-03-23,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,,,,,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-01-13,No harmful species ,No harmful species ,No harmful species ,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-01-27,No harmful species ,No harmful species ,No harmful species ,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-02-10,No harmful species ,No harmful species ,No harmful species ,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-02-24,No harmful species ,No harmful species ,No harmful species ,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-03-09,No harmful species ,No harmful species ,No harmful species ,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,2020-03-23,No harmful species ,No harmful species ,No harmful species ,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,,,,,,
Strangford,S2 - AFFNI42,Mussels,2020-01-13,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-01-28,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-02-10,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-02-24,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-03-09,No harmful species,60,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,2020-03-23,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Strangford,S2 - AFFNI42,Mussels,2020-05-18,No harmful species,No harmful species,No harmful species,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
Strangford,S2 - AFFNI42,Mussels,,,,,Open,
